gene_id,TPM
ENSG00000223972.4,0.0
ENSG00000227232.4,0.21413379429860316
ENSG00000243485.2,0.0
ENSG00000237613.2,0.0
ENSG00000268020.2,0.0
ENSG00000240361.1,0.0
ENSG00000186092.4,0.0
ENSG00000238009.2,0.17700939176641475
ENSG00000239945.1,0.0
ENSG00000233750.3,0.08104605961235477
ENSG00000237683.5,0.2932451476279427
ENSG00000268903.1,0.026789019884227182
ENSG00000269981.1,0.0
ENSG00000239906.1,0.00807415519036887
ENSG00000241860.2,0.09401119556377886
ENSG00000222623.1,0.005990149689468178
ENSG00000241599.1,0.0
ENSG00000228463.4,0.48088699732506435
ENSG00000241670.2,0.0032759732316987884
ENSG00000237094.7,0.1318828223074545
ENSG00000250575.1,0.0
ENSG00000233653.3,0.0
ENSG00000224813.2,0.0
ENSG00000235249.1,0.0
ENSG00000269732.1,0.0
ENSG00000256186.1,0.0
ENSG00000236601.1,0.0
ENSG00000236743.1,0.0
ENSG00000236679.2,0.0
ENSG00000231709.1,0.0
ENSG00000235146.2,0.0
ENSG00000239664.2,0.0
ENSG00000230021.3,0.6488021527271272
ENSG00000223659.1,0.0
ENSG00000225972.1,0.39708772347266896
ENSG00000225630.1,0.400757664152493
ENSG00000237973.1,0.10536278904868802
ENSG00000229344.1,0.12818667292486596
ENSG00000240409.1,0.015957616520478383
ENSG00000248527.1,1.280984739483208
ENSG00000198744.5,0.03318514797766972
ENSG00000268663.1,0.0
ENSG00000185097.2,0.0
ENSG00000229376.3,0.0
ENSG00000224956.5,0.0
ENSG00000235373.1,0.015664935187583398
ENSG00000223181.1,0.22357588674896978
ENSG00000240618.1,0.0009384668286194499
ENSG00000229905.1,0.0
ENSG00000228327.2,0.17862831522889894
ENSG00000237491.4,0.8113056981982356
ENSG00000230092.3,0.23713004648766972
ENSG00000269831.1,0.015572286732844356
ENSG00000240453.1,0.4351567327420852
ENSG00000177757.1,0.012891311627796314
ENSG00000225880.4,0.1832116514103303
ENSG00000228794.4,0.9223527050993789
ENSG00000230368.2,0.00310677372492697
ENSG00000234711.1,0.0
ENSG00000269308.1,0.0
ENSG00000272438.1,0.896388426325869
ENSG00000230699.2,0.272532516311665
ENSG00000241180.1,0.0
ENSG00000223764.2,0.10809113186335537
ENSG00000187634.6,0.6358712712579874
ENSG00000268179.1,0.0
ENSG00000188976.6,1.0264491062995595
ENSG00000187961.9,0.6380857808956428
ENSG00000187583.6,0.0
ENSG00000187642.5,0.0
ENSG00000272512.1,0.7941265757294329
ENSG00000188290.6,1.684128824123226
ENSG00000231702.2,0.0
ENSG00000224969.1,0.07445831025697364
ENSG00000187608.5,0.49341789838760597
ENSG00000188157.9,1.028910174920715
ENSG00000242590.1,0.0
ENSG00000217801.5,0.05592704184576125
ENSG00000273443.1,0.0
ENSG00000237330.2,0.014597067759937847
ENSG00000131591.13,1.6330960942455268
ENSG00000223823.1,0.06515128946357586
ENSG00000207730.1,0.0
ENSG00000207607.1,0.0
ENSG00000198976.1,0.0
ENSG00000272141.1,0.01148161853464068
ENSG00000205231.1,0.024055309360873873
ENSG00000162571.9,0.3596040967203938
ENSG00000186891.9,0.010388895187546219
ENSG00000186827.6,0.0736396905983619
ENSG00000078808.12,1.5534536267378165
ENSG00000176022.3,1.1916358311152104
ENSG00000184163.3,0.08698937478056683
ENSG00000260179.1,0.03206204552663087
ENSG00000160087.16,1.3723004957879485
ENSG00000230415.1,0.5383652658522535
ENSG00000162572.15,0.8647104406440741
ENSG00000131584.14,1.527124764355466
ENSG00000169972.7,0.40885319352466143
ENSG00000127054.14,1.337962088065792
ENSG00000240731.1,0.4084100809788686
ENSG00000224051.2,0.9406739212496452
ENSG00000169962.4,0.17360391930087157
ENSG00000107404.13,0.9958279304865079
ENSG00000162576.12,1.3557585443963274
ENSG00000175756.9,1.0174895579955046
ENSG00000223663.2,0.009967296780305224
ENSG00000221978.7,1.6931367074890713
ENSG00000224870.3,0.6137591872031565
ENSG00000242485.1,1.260544093216309
ENSG00000264293.1,0.13619640507489505
ENSG00000272455.1,0.2606323949679915
ENSG00000235098.4,0.1392019340829077
ENSG00000225905.1,0.0
ENSG00000205116.3,0.006617798474307386
ENSG00000225285.1,0.004708007658431568
ENSG00000179403.10,0.9916287335895214
ENSG00000215915.5,0.1860380783787973
ENSG00000160072.15,1.0020558918244535
ENSG00000197785.9,1.0730079669056745
ENSG00000205090.4,0.22890276892052422
ENSG00000160075.10,1.1840033994706174
ENSG00000215791.2,0.0
ENSG00000215014.3,0.12013390827868245
ENSG00000236684.1,0.0
ENSG00000228594.1,0.4022136500768744
ENSG00000272106.1,0.7665782097159689
ENSG00000197530.8,0.8710371841893245
ENSG00000189409.8,0.0029355593726566646
ENSG00000248333.3,0.8925280525648872
ENSG00000272004.1,0.09572415143288991
ENSG00000189339.7,1.3344524683153973
ENSG00000269737.1,0.019582031176749153
ENSG00000269227.1,0.04401499106986676
ENSG00000215914.3,0.0
ENSG00000008128.18,0.9473775643445184
ENSG00000268575.1,0.16092435688318366
ENSG00000227775.3,0.557263344813463
ENSG00000215790.2,1.391548082008679
ENSG00000008130.11,0.9607830324007576
ENSG00000078369.13,2.4190976338298076
ENSG00000231050.1,0.02191500113892845
ENSG00000169885.5,0.03281166351162941
ENSG00000178821.8,0.1484558170491169
ENSG00000142609.13,1.1904034721474785
ENSG00000233542.1,0.022624441526525513
ENSG00000187730.6,0.2944326729167602
ENSG00000226969.1,0.004842069675707885
ENSG00000067606.11,0.9958056002145785
ENSG00000271806.1,0.016779247442015543
ENSG00000182873.4,0.39114396503328097
ENSG00000162585.12,1.239620073668826
ENSG00000269554.1,0.0895228703883173
ENSG00000203301.2,0.2853088239085153
ENSG00000243558.1,0.025301448050756
ENSG00000234396.3,0.41393012857935246
ENSG00000157933.9,1.8329086541604502
ENSG00000116151.9,1.1831645802734874
ENSG00000272161.1,0.04858900208071732
ENSG00000269753.1,0.0
ENSG00000269896.1,0.32378696803545276
ENSG00000238240.2,0.01308458917218435
ENSG00000272420.1,0.3847124403427418
ENSG00000271921.1,0.024272688041798423
ENSG00000271847.1,0.06082234785123329
ENSG00000178642.5,0.03551715968153102
ENSG00000157916.14,1.4369235299584595
ENSG00000157911.5,1.0764092490809891
ENSG00000149527.13,0.4849533196618185
ENSG00000224387.1,0.017118273682631586
ENSG00000229393.1,0.0
ENSG00000157881.9,0.7021101220804061
ENSG00000197921.5,1.851875330743787
ENSG00000272449.1,0.7046786609684045
ENSG00000238164.2,0.0
ENSG00000157873.13,0.20753743072563155
ENSG00000225931.3,0.0
ENSG00000228037.1,0.025026461030366095
ENSG00000157870.10,1.1366641681249101
ENSG00000142606.11,0.3242027518847823
ENSG00000237058.1,0.09763079909026086
ENSG00000215912.7,1.286933565938141
ENSG00000233234.1,0.0
ENSG00000231630.1,0.0
ENSG00000169717.5,0.0
ENSG00000177133.6,0.850248750075576
ENSG00000256761.1,0.0
ENSG00000142611.12,2.0421229351694503
ENSG00000226286.1,0.0
ENSG00000272235.1,0.03489148957921139
ENSG00000130762.10,0.012502485351379206
ENSG00000272088.1,0.0
ENSG00000162591.11,1.221473906540448
ENSG00000207776.1,0.021302010748800348
ENSG00000238260.1,0.040379501544879674
ENSG00000158109.10,0.7401832337512914
ENSG00000116213.11,0.8356309323657628
